,Unnamed: 0,Producer,time,bandwidth,input-load,input-packet-rate,input-data-rate,interface-name,load-interval,output-data-rate,output-load,output-packet-rate,peak-input-data-rate,peak-input-packet-rate,peak-output-data-rate,peak-output-packet-rate,reliability
93000,101331,leaf6,1501867732197000000,100000000,0,0.0,0.0,HundredGigE0/0/0/3,0,0.0,0,0.0,0,0,0,0,255
93001,101332,leaf6,1501867732200000000,100000000,40,1399825.0,15878175.0,HundredGigE0/0/0/4,0,5971731.0,15,574806.0,0,0,0,0,255
93002,101333,leaf6,1501867732202000000,100000000,26,914286.0,10414239.0,HundredGigE0/0/0/5,0,8904226.0,22,757838.0,0,0,0,0,255
93003,101334,leaf6,1501867732205000000,100000000,44,1507460.0,17380435.0,HundredGigE0/0/0/6,0,10581801.0,26,940320.0,0,0,0,0,255
93004,101335,leaf6,1501867732208000000,100000000,26,925810.0,10392875.0,HundredGigE0/0/0/7,0,8185106.0,20,742027.0,0,0,0,0,255
93005,101336,leaf6,1501867732210000000,100000000,15,533857.0,5942183.0,HundredGigE0/0/0/8,0,14650921.0,37,1263214.0,0,0,0,0,255
93006,101337,leaf6,1501867732213000000,100000000,24,838038.0,9498263.0,HundredGigE0/0/0/9,0,8682358.0,22,786444.0,0,0,0,0,255
93007,101338,leaf6,1501867732215000000,100000000,18,626181.0,7203952.0,HundredGigE0/0/0/10,0,14582511.0,37,1261284.0,0,0,0,0,255
93008,101339,leaf6,1501867732218000000,100000000,19,671737.0,7807516.0,HundredGigE0/0/0/11,0,12078775.0,30,1058179.0,0,0,0,0,255
93009,101340,leaf6,1501867732220000000,100000000,19,662492.0,7620400.0,HundredGigE0/0/0/12,0,13203617.0,33,1147946.0,0,0,0,0,255
93010,101341,leaf6,1501867732223000000,100000000,19,655685.0,7659010.0,HundredGigE0/0/0/13,0,10020357.0,25,920186.0,0,0,0,0,255
93011,101342,leaf6,1501867732226000000,100000000,21,770392.0,8618019.0,HundredGigE0/0/0/14,0,9503928.0,24,856153.0,0,0,0,0,255
93012,101343,leaf6,1501867732228000000,100000000,24,829845.0,9413341.0,HundredGigE0/0/0/15,0,12585401.0,32,1092329.0,0,0,0,0,255
93013,101344,leaf6,1501867732231000000,100000000,9,379076.0,3902228.0,HundredGigE0/0/0/16,0,12636872.0,32,1121493.0,0,0,0,0,255
93014,101345,leaf6,1501867732233000000,100000000,19,676221.0,7575175.0,HundredGigE0/0/0/17,0,11475603.0,29,1021518.0,0,0,0,0,255
93015,101346,leaf6,1501867732236000000,100000000,12,450619.0,4883945.0,HundredGigE0/0/0/18,0,15196198.0,38,1292612.0,0,0,0,0,255
93016,101347,leaf6,1501867732238000000,100000000,15,545790.0,6048178.0,HundredGigE0/0/0/19,0,8809803.0,22,766066.0,0,0,0,0,255
93017,101348,leaf6,1501867732240000000,100000000,0,0.0,0.0,HundredGigE0/0/0/20,0,0.0,0,0.0,0,0,0,0,255
93018,101349,leaf6,1501867732243000000,100000000,0,0.0,0.0,HundredGigE0/0/0/21,0,0.0,0,0.0,0,0,0,0,255
93019,101350,leaf6,1501867732245000000,100000000,0,0.0,0.0,HundredGigE0/0/0/22,0,0.0,0,0.0,0,0,0,0,255
93020,101351,leaf6,1501867732247000000,100000000,0,0.0,0.0,HundredGigE0/0/0/23,0,0.0,0,0.0,0,0,0,0,255
93021,101352,leaf6,1501867732250000000,100000000,0,0.0,0.0,HundredGigE0/0/0/24,0,0.0,0,0.0,0,0,0,0,255
93022,101353,leaf6,1501867732252000000,100000000,0,0.0,0.0,HundredGigE0/0/0/25,0,0.0,0,0.0,0,0,0,0,255
93023,101354,leaf6,1501867732254000000,100000000,0,0.0,0.0,HundredGigE0/0/0/26,0,0.0,0,0.0,0,0,0,0,255
93024,101355,leaf6,1501867732256000000,100000000,0,0.0,0.0,HundredGigE0/0/0/27,0,0.0,0,0.0,0,0,0,0,255
93025,101356,leaf6,1501867732259000000,100000000,0,0.0,0.0,HundredGigE0/0/0/28,0,8.0,0,1.0,0,0,0,0,255
93026,101357,leaf6,1501867732261000000,100000000,0,0.0,0.0,HundredGigE0/0/0/29,0,0.0,0,0.0,0,0,0,0,255
93027,101358,leaf6,1501867732263000000,100000000,227,7851267.0,89271083.0,HundredGigE0/0/0/30,0,71014924.0,181,6309580.0,0,0,0,0,255
93028,101359,leaf6,1501867732266000000,100000000,223,7752870.0,87816044.0,HundredGigE0/0/0/31,0,69256560.0,176,6079299.0,0,0,0,0,255
93029,101360,leaf5,1501867732481000000,0,0,0.0,0.0,Null0,9,0.0,0,0.0,0,0,0,0,255
93030,101361,leaf5,1501867732484000000,1000000,0,6.0,8.0,MgmtEth0/RP0/CPU0/0,9,10.0,0,5.0,0,0,0,0,254
93031,101362,leaf5,1501867732486000000,100000000,0,0.0,0.0,HundredGigE0/0/0/0,0,0.0,0,0.0,0,0,0,0,255
93032,101363,leaf5,1501867732488000000,100000000,0,0.0,0.0,HundredGigE0/0/0/1,0,0.0,0,0.0,0,0,0,0,255
