,Unnamed: 0,Producer,time,bandwidth,input-load,input-packet-rate,input-data-rate,interface-name,load-interval,output-data-rate,output-load,output-packet-rate,peak-input-data-rate,peak-input-packet-rate,peak-output-data-rate,peak-output-packet-rate,reliability
0,8322,dr03,1501867007627000000,80000000,130,1946558.0,40788303.0,Bundle-Ether2,9,42727628.0,136,2192044.0,0,0,0,0,255
1,8323,dr03,1501867007628000000,0,0,0.0,0.0,Null0,9,0.0,0,0.0,0,0,0,0,255
2,8324,dr03,1501867007630000000,80000000,118,1839203.0,37269307.0,Bundle-Ether1,9,36452589.0,116,1916168.0,0,0,0,0,255
3,8325,dr03,1501867007631000000,1000000,0,10.0,11.0,MgmtEth0/RP0/CPU0/0,9,18.0,0,8.0,0,0,0,0,255
4,8326,dr03,1501867007634000000,1000000,0,0.0,0.0,MgmtEth0/RP1/CPU0/0,9,0.0,0,0.0,0,0,0,0,255
5,8327,dr03,1501867007636000000,100000000,0,1.0,0.0,HundredGigE0/1/0/0,9,318.0,0,604.0,0,0,0,0,255
6,8328,dr03,1501867007638000000,100000000,0,0.0,0.0,HundredGigE0/1/0/35,9,0.0,0,0.0,0,0,0,0,255
7,8329,dr03,1501867007641000000,100000000,72,1408737.0,28611989.0,HundredGigE0/1/0/34,9,16039071.0,40,1043065.0,0,0,0,0,255
8,8330,dr03,1501867007643000000,100000000,0,498.0,33975.0,HundredGigE0/1/0/1,9,85.0,0,161.0,0,0,0,0,255
9,8331,dr03,1501867007646000000,100000000,0,510.0,35375.0,HundredGigE0/1/0/2,9,262.0,0,497.0,0,0,0,0,255
10,8332,dr03,1501867007648000000,100000000,0,643.0,45068.0,HundredGigE0/1/0/3,9,120.0,0,229.0,0,0,0,0,255
11,8333,dr03,1501867007651000000,100000000,0,0.0,0.0,HundredGigE0/1/0/4,9,0.0,0,0.0,0,0,0,0,255
12,8334,dr03,1501867007653000000,100000000,0,0.0,0.0,HundredGigE0/1/0/5,9,0.0,0,0.0,0,0,0,0,255
13,8335,dr03,1501867007656000000,100000000,0,0.0,0.0,HundredGigE0/1/0/6,9,0.0,0,0.0,0,0,0,0,255
14,8336,dr03,1501867007658000000,100000000,0,0.0,0.0,HundredGigE0/1/0/7,9,0.0,0,0.0,0,0,0,0,255
